gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin
4835689584,1,12,1,1,12,5,8,1,1,0,0,20332,7.0,18152,186,56,2844,1496,24.2,2033.2,11,0,0,5,12,4,0,0,0,0,17488,6.6,16656,208,44,-2844,-1496,25.2,1748.8
4835280804,1,12,1,0,11,9,8,1,0,1,0,17485,6.6,16395,169,40,-961,-1081,20.9,1748.5,15,0,1,9,11,7,1,1,0,0,18446,6.8,17476,210,56,961,1081,26.6,1844.6
4835251715,0,13,0,0,10,9,7,0,0,0,0,18535,6.8,17702,204,60,-1241,69,26.4,1853.5,10,0,1,9,10,9,0,0,0,0,19776,6.8,17633,197,60,1241,-69,25.7,1977.6
4835224514,1,13,2,1,6,1,8,1,1,0,0,15563,6.8,16727,179,50,887,612,22.9,1556.3,13,1,0,1,6,1,0,0,0,0,14676,6.6,16115,183,45,-887,-612,22.8,1467.6
4801698321,0,14,1,0,4,7,4,0,0,0,0,15482,6.6,17178,243,44,-2791,-821,28.7,1548.2,11,1,1,7,4,10,0,0,0,0,18273,6.8,17999,245,52,2791,821,29.7,1827.3
4801654359,1,12,0,1,3,2,1,1,0,1,0,16041,7.2,19279,217,72,-429,304,28.9,1604.1,10,1,0,2,3,1,1,1,0,0,16470,7.0,18975,248,64,429,-304,31.2,1647.0
4801611702,1,50,3,1,4,4,6,1,1,0,0,16404,7.2,18404,217,64,483,-307,28.1,1640.4,14,0,0,4,4,1,0,0,0,0,15921,7.2,18711,219,60,-483,307,27.9,1592.1
4801575310,0,11,0,1,3,5,1,0,0,0,0,15549,6.8,17675,207,56,-2608,-179,26.3,1554.9,12,1,0,5,3,5,0,0,0,0,18157,7.0,17854,232,40,2608,179,27.2,1815.7
4800751568,1,10,2,1,6,6,10,0,0,0,0,17289,6.4,16764,199,48,784,234,24.7,1728.9,14,1,0,6,6,8,1,1,0,0,16505,6.6,16530,233,60,-784,-234,29.3,1650.5
4789851250,0,13,2,0,3,7,2,0,0,0,0,14850,6.6,17522,189,52,-3619,-1239,24.1,1485.0,14,2,1,7,3,9,2,1,1,0,18469,6.8,18761,269,55,3619,1239,32.4,1846.9
4789785993,1,9,1,1,8,4,5,0,0,0,0,17809,7.4,19885,237,70,2994,4460,30.7,1780.9,11,0,0,4,8,2,0,0,0,0,14815,6.2,15425,168,52,-2994,-4460,22.0,1481.5
4787958997,0,31,0,0,8,10,6,1,1,0,0,16738,6.6,17198,175,56,-2017,482,23.1,1673.8,12,1,1,10,8,16,0,0,0,0,18755,6.6,16716,221,36,2017,-482,25.7,1875.5
4779821862,1,13,1,1,6,3,7,1,1,0,0,18158,7.2,18730,223,60,3190,1404,28.3,1815.8,14,2,0,3,6,3,0,0,0,0,14968,6.8,17326,183,60,-3190,-1404,24.3,1496.8
4778733102,0,14,0,1,5,5,6,1,1,0,0,17091,6.8,17584,209,48,841,446,25.7,1709.1,20,2,0,5,5,4,0,0,0,0,16250,6.8,17138,206,60,-841,-446,26.6,1625.0
4778718801,1,13,0,1,5,0,6,0,0,0,0,17301,7.0,18629,249,56,2968,1029,30.5,1730.1,10,1,0,0,5,0,0,0,0,0,14333,7.0,17600,235,52,-2968,-1029,28.7,1433.3
4778679048,0,14,1,0,6,8,5,1,1,0,0,15867,6.6,17104,179,58,-2449,-2126,23.7,1586.7,13,1,1,8,6,7,0,0,0,0,18316,7.4,19230,217,72,2449,2126,28.9,1831.6
4778646892,1,11,2,1,4,2,3,0,0,0,0,16542,7.0,19188,253,72,935,996,32.5,1654.2,12,1,0,2,4,0,1,1,0,0,15607,7.0,18192,224,72,-935,-996,29.6,1560.7
4778148346,1,14,1,1,7,2,7,1,0,1,0,17958,7.0,19104,233,64,2651,1995,29.7,1795.8,11,0,0,2,7,3,0,0,0,0,15307,6.8,17109,224,59,-2651,-1995,28.3,1530.7
4778112352,0,17,5,0,4,7,3,0,0,0,0,17071,6.8,16894,229,40,-1421,-746,26.9,1707.1,18,4,1,7,4,12,1,1,0,0,18492,6.8,17640,221,56,1421,746,27.7,1849.2
4714158318,1,13,1,0,5,6,6,0,0,0,0,16307,6.6,16710,185,54,-556,-840,23.9,1630.7,46,0,1,6,5,7,0,0,0,0,16863,6.8,17550,201,60,556,840,26.1,1686.3
4714139223,0,53,2,1,2,4,1,0,0,0,0,14087,6.6,16622,198,56,-3500,-1856,25.4,1408.7,12,3,0,4,2,3,0,0,0,0,17587,7.0,18478,238,44,3500,1856,28.2,1758.7
4712862655,0,48,1,0,2,6,3,1,1,0,0,15108,6.8,17040,194,60,-2695,-1972,25.4,1510.8,13,0,1,6,2,8,0,0,0,0,17803,7.0,19012,198,59,2695,1972,25.7,1780.3
4668102604,1,4,16,1,36,19,108,0,0,0,2,42659,12.0,45447,122,0,4761,4161,12.2,4265.9,25,0,0,19,36,29,0,0,0,0,37898,11.2,41286,83,0,-4761,-4161,8.3,3789.8
4662788514,0,17,0,1,27,26,60,0,0,0,2,39235,11.4,43128,96,0,-685,-1428,9.6,3923.5,0,0,0,26,27,67,0,0,0,0,39920,11.6,44556,90,0,685,1428,9.0,3992.0
4845229656,0,8,0,0,6,11,6,0,0,0,0,16200,6.8,17129,188,44,-1304,422,23.2,1620.0,10,0,1,11,6,12,0,0,0,0,17504,6.8,16707,189,40,1304,-422,22.9,1750.4
4843467346,1,20,2,1,10,3,9,1,1,0,0,17990,6.8,17891,216,44,3911,1041,26.0,1799.0,12,1,0,3,10,4,0,0,0,0,14079,6.6,16850,175,36,-3911,-1041,21.1,1407.9
4842230598,1,13,1,0,3,4,3,0,0,0,0,14916,7.0,17650,189,52,-564,-546,24.1,1491.6,11,1,1,4,3,0,0,0,0,0,15480,6.8,18196,229,52,564,546,28.1,1548.0
4839227949,1,14,0,1,6,1,6,0,0,0,0,16711,6.8,17966,195,59,2599,-177,25.4,1671.1,14,0,0,1,6,0,0,0,0,0,14112,7.0,18143,211,52,-2599,177,26.3,1411.2
4839105425,1,38,0,1,4,2,1,0,0,0,0,16132,7.0,18001,231,56,-279,-828,28.7,1613.2,8,16,0,2,4,2,0,0,0,0,16411,7.2,18829,219,64,279,828,28.3,1641.1
4838847457,1,20,2,1,5,3,5,1,1,0,0,17159,6.8,17998,216,52,2845,608,26.8,1715.9,12,0,0,3,5,3,0,0,0,0,14314,6.8,17390,175,59,-2845,-608,23.4,1431.4
4838816653,0,9,1,0,7,12,7,0,0,0,0,16558,7.0,17323,184,48,-2560,-2965,23.2,1655.8,10,1,1,11,6,8,0,0,0,0,19118,7.4,20288,194,68,2560,2965,26.2,1911.8
4838756335,1,85,0,0,1,3,1,0,0,0,0,13597,6.8,17210,189,60,-2018,-1061,24.9,1359.7,33,0,1,3,1,3,1,1,0,0,15615,6.8,18271,214,76,2018,1061,29.0,1561.5
4838733316,1,16,2,1,10,5,12,0,0,0,0,17557,6.8,17322,183,48,1930,468,23.1,1755.7,19,1,0,5,10,4,0,0,0,0,15627,6.8,16854,208,46,-1930,-468,25.4,1562.7
4838721892,0,15,1,0,2,9,1,0,0,0,0,13506,6.2,14698,161,48,-5143,-2613,20.9,1350.6,14,1,1,9,2,13,1,0,1,0,18649,6.8,17311,193,55,5143,2613,24.8,1864.9
4836044379,0,14,1,1,5,7,6,0,0,0,0,15125,6.8,16366,180,48,-1349,-1590,22.8,1512.5,14,3,0,7,5,6,1,1,0,0,16474,6.8,17956,199,64,1349,1590,26.3,1647.4
4834153184,1,11,1,0,4,6,8,1,1,0,0,14827,6.6,17101,215,48,-1885,-1220,26.3,1482.7,11,1,1,5,3,9,0,0,0,0,16712,7.0,18321,226,63,1885,1220,28.9,1671.2
4831063075,1,17,1,0,1,11,1,0,0,0,0,15187,6.8,16951,198,36,-3582,-2225,23.4,1518.7,14,2,1,11,1,9,1,1,0,0,18769,7.4,19176,206,60,3582,2225,26.6,1876.9
4827601156,0,16,1,1,5,4,5,0,0,0,0,16722,7.0,18507,239,52,776,274,29.1,1672.2,9,2,0,4,5,4,1,1,0,0,15946,7.2,18233,190,56,-776,-274,24.6,1594.6
4825792913,0,8,0,1,3,4,0,0,0,0,0,16586,7.2,18896,239,60,-1056,356,29.9,1658.6,7,0,0,4,3,2,0,0,0,0,17642,7.2,18540,201,68,1056,-356,26.9,1764.2
4823996389,1,163,1,1,5,2,8,0,0,0,0,16655,6.8,17158,197,48,1484,-910,24.5,1665.5,9,1,0,2,5,2,1,1,0,0,15171,7.0,18068,217,57,-1484,910,27.4,1517.1
4823044524,0,13,17,0,4,6,2,0,0,0,0,15668,7.0,18618,220,56,-616,-513,27.6,1566.8,35,2,1,6,4,3,1,1,0,0,16284,7.0,19131,207,64,616,513,27.1,1628.4
4820994556,0,51,1,0,2,4,0,0,0,0,0,13772,6.8,17776,205,52,-2136,-796,25.7,1377.2,13,2,1,4,2,4,2,1,1,0,15908,7.0,18572,251,50,2136,796,30.1,1590.8
4819985580,1,12,2,0,6,3,4,0,0,0,0,16237,7.0,17608,191,52,1088,1510,24.3,1623.7,12,2,1,3,6,2,0,0,0,0,15149,6.2,16098,215,32,-1088,-1510,24.7,1514.9
4858015722,1,17,3,0,8,7,2,0,0,0,0,18380,7.6,19547,213,60,855,1386,27.3,1838.0,8,1,1,7,8,10,0,0,0,0,17525,7.0,18161,187,52,-855,-1386,23.9,1752.5
4857990131,1,48,0,0,8,9,8,1,1,0,0,17225,7.0,17980,186,48,-79,67,23.4,1722.5,12,1,1,9,8,9,0,0,0,0,17304,6.8,17913,215,48,79,-67,26.3,1730.4
4857924853,0,14,0,1,3,6,3,0,0,0,0,14887,6.4,16080,179,36,-1205,-1243,21.5,1488.7,15,2,0,6,3,4,2,1,1,0,16092,6.8,17323,186,60,1205,1243,24.6,1609.2
4854361592,1,40,0,1,26,21,85,0,0,0,1,38592,11.4,42893,96,0,2640,2641,9.6,3859.2,46,1,0,21,26,52,0,0,0,0,35952,11.0,40252,99,0,-2640,-2641,9.9,3595.2
4854352587,1,0,0,0,24,25,60,0,0,0,1,39585,11.4,41998,112,0,-59,-766,11.2,3958.5,1,0,1,25,24,65,0,0,0,0,39644,11.6,42764,92,0,59,766,9.2,3964.4
